idType	GeneID	ID	geneSymbol	chr	strand	spliceType	eventRegion	altExon	IncLevel1	IncLevel2	IncLevelDifference	PValue	FDR	novel	pctR10	pctR20	statJCmin	aseType	geneBiotype	transcriptNameExon	inTranscriptId	inTranscriptName	inTranscriptBiotype	outTranscriptId	outTranscriptName	outTranscriptBiotype
DDX17_SE_60163	ENSG00000100201.14	60163	DDX17	chr22	-	SE	38883883:38884120-38885227:38885463-38888060:38888120	38885227:38885463	0.042	0.222	-0.18	3.91687E-13	1.88107E-10	novel	0.9	0.4	11	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000396821.3,ENST00000403230.1	DDX17-001,DDX17-002	protein_coding,protein_coding
DDX24_RI_5520	ENSG00000089737.11	5520	DDX24	chr14	-	RI	94521341:94521530-94521530:94524167-94524167:94524243	94521530:94524167	0.196	0.334	-0.137	3.69508E-05	0.001184002	known	1	1	20	PC_SO_NPC_SI	protein_coding	DDX24-005( E6 )	ENST00000555762.1	DDX24-005	retained_intron	ENST00000330836.5,ENST00000544005.1,ENST00000555054.1	DDX24-001,DDX24-003,DDX24-004	protein_coding,protein_coding,protein_coding
DDX50_SE_76418	ENSG00000107625.8	76418	DDX50	chr10	+	SE	70666466:70666763-70667666:70667726-70670062:70670138	70667666:70667726	0	0.122	-0.122	3.13727E-12	1.17416E-09	novel	0.8	0.25	6	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000373585.3,ENST00000471475.1,ENST00000483593.1	DDX50-001,DDX50-002,DDX50-003	protein_coding,nonsense_mediated_decay,nonsense_mediated_decay
DENND4C_SE_46701	ENSG00000137145.16	46701	DENND4C	chr9	+	SE	19369834:19369985-19371753:19371818-19372034:19372592	19371753:19371818	0.991	0.83	0.161	8.10744E-11	2.05733E-08	known	0.95	0.45	4	PC_SO_NPC_SI	protein_coding	DENND4C-006( E32 ),DENND4C-201( E27 ),DENND4C-008( E28 ),DENND4C-009( E27 ),DENND4C-005( E31 ),DENND4C-003( E10 )	ENST00000361024.2,ENST00000380432.2,ENST00000380437.4,ENST00000434457.2,ENST00000494124.2,ENST00000602925.1	DENND4C-003,DENND4C-201,DENND4C-008,DENND4C-006,DENND4C-009,DENND4C-005	protein_coding,protein_coding,retained_intron,protein_coding,nonsense_mediated_decay,protein_coding	ENST00000380427.1	DENND4C-002	protein_coding
DHX9_SE_20085	ENSG00000135829.12	20085	DHX9	chr1	+	SE	182823175:182823313-182824711:182824848-182825666:182825707	182824711:182824848	0.171	0.292	-0.121	0.000395674	0.019591659	known	0.95	0.55	19	PC_SO_NPC_SI	protein_coding	DHX9-002( E2 )	ENST00000479271.1	DHX9-002	processed_transcript	ENST00000367549.3	DHX9-001	protein_coding
DHX9_SE_65993	ENSG00000135829.12	65993	DHX9	chr1	+	SE	182823175:182823313-182824711:182824863-182825666:182825713	182824711:182824863	0.09	0.191	-0.101	6.5263E-05	0.00409918	novel	0.9	0.55	13	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000367549.3	DHX9-001	protein_coding
DMTF1_A3SS_5805	ENSG00000135164.14	5805	DMTF1	chr7	+	A3SS	86815144:86815296-86817354:86817407-86817407:86817617	86817354:86817407	0.36	0.16	0.2	0.000187073	0.024804777	known	0.8	0.1	16	NPC_SISO	protein_coding	DMTF1-006( E12 )	ENST00000425406.1	DMTF1-006	nonsense_mediated_decay	ENST00000331242.7,ENST00000394703.5,ENST00000412139.2,ENST00000414194.2,ENST00000432937.2,ENST00000447863.1,ENST00000547146.2,ENST00000579677.1	DMTF1-001,DMTF1-002,DMTF1-003,DMTF1-203,DMTF1-007,DMTF1-005,DMTF1-026,DMTF1-029	protein_coding,protein_coding,nonsense_mediated_decay,protein_coding,protein_coding,nonsense_mediated_decay,nonsense_mediated_decay,nonsense_mediated_decay
DMTF1_SE_41055	ENSG00000135164.14	41055	DMTF1	chr7	+	SE	86823040:86823418-86823999:86824144-86824346:86824482	86823999:86824144	0.847	0.957	-0.111	5.73525E-05	0.003657352	known	1	0.5	4	PC_SO_NPC_SI	protein_coding	DMTF1-203( E17 ),DMTF1-005( E17 ),DMTF1-003( E17 ),DMTF1-006( E16 ),DMTF1-029( E17 ),DMTF1-007( E16 ),DMTF1-025( E16 ),DMTF1-020( E16 ),DMTF1-026( E17 ),DMTF1-001( E17 ),DMTF1-022( E3 ),DMTF1-002( E19 )	ENST00000331242.7,ENST00000394703.5,ENST00000412139.2,ENST00000413276.2,ENST00000414194.2,ENST00000425406.1,ENST00000432937.2,ENST00000447863.1,ENST00000488352.2,ENST00000547146.2,ENST00000579677.1,ENST00000579850.1	DMTF1-001,DMTF1-002,DMTF1-003,DMTF1-025,DMTF1-203,DMTF1-006,DMTF1-007,DMTF1-005,DMTF1-022,DMTF1-026,DMTF1-029,DMTF1-020	protein_coding,protein_coding,nonsense_mediated_decay,protein_coding,protein_coding,nonsense_mediated_decay,protein_coding,nonsense_mediated_decay,retained_intron,nonsense_mediated_decay,nonsense_mediated_decay,nonsense_mediated_decay	ENST00000454008.2	DMTF1-024	protein_coding
DNAH11_SE_40822	ENSG00000105877.13	40822	DNAH11	chr7	+	SE	21628129:21628254-21628825:21629021-21630535:21630640	21628825:21629021	0.831	0.606	0.226	0.000257793	0.013374679	known	0.8	0.25	9	NA_SO	protein_coding	DNAH11-201( E12 ),DNAH11-001( E12 )	ENST00000328843.6,ENST00000409508.3	DNAH11-201,DNAH11-001	protein_coding,protein_coding	NA	NA	NA
ECM2_MXE_4242	ENSG00000106823.8	4242	ECM2	chr9	-	MXE	95272180:95272316-95274292:95274408-95276912:95277485-95279968:95280157	95274292:95274408-95276912:95277485	0.266	0.496	-0.231	5.90892E-05	0.004259473	known	0.8	0.75	17	NA_SISO	protein_coding	ECM2-201( E5 ),ECM2-001( E5 )	NA	NA	NA	NA	NA	NA
EGLN1_SE_39950	ENSG00000135766.8	39950	EGLN1	chr1	-	SE	231499496:231502221-231503314:231503382-231506307:231506444	231503314:231503382	0.761	0.576	0.186	9.2685E-05	0.005557821	known	1	1	18	NA_SO	protein_coding	EGLN1-001( E4 ),EGLN1-002( E4 )	ENST00000366641.3,ENST00000476717.1	EGLN1-001,EGLN1-002	protein_coding,processed_transcript	NA	NA	NA
EIF3I_RI_8316	ENSG00000084623.7	8316	EIF3I	chr1	+	RI	32691705:32691921-32691921:32692003-32692003:32692073	32691921:32692003	0.015	0.137	-0.122	0	0	novel	0.95	0.65	6	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000373586.1,ENST00000471486.1,ENST00000483517.1,ENST00000489353.1	EIF3I-001,EIF3I-003,EIF3I-002,EIF3I-006	protein_coding,processed_transcript,processed_transcript,processed_transcript
EIF4A1_A3SS_7919	ENSG00000161960.10	7919	EIF4A1	chr17	+	A3SS	7481144:7481234-7481437:7481482-7481482:7481562	7481437:7481482	0.08	0.209	-0.129	1.33628E-05	0.003248359	known	0.8	0.35	11	PC_SO_NPC_SI	protein_coding	EIF4A1-032( E3 )	ENST00000582050.1	EIF4A1-032	nonsense_mediated_decay	ENST00000293831.8	EIF4A1-001	protein_coding
EIF4A1_RI_5397	ENSG00000161960.10	5397	EIF4A1	chr17	+	RI	7481144:7481234-7481234:7481482-7481482:7481562	7481234:7481482	0.224	0.463	-0.239	4.116E-07	2.1536E-05	known	0.85	0.6	20	PC_SO_NPC_SI	protein_coding	EIF4A1-009( E8 )	ENST00000578324.1	EIF4A1-009	retained_intron	ENST00000293831.8	EIF4A1-001	protein_coding
EIF4A2_RI_1906	ENSG00000156976.10	1906	EIF4A2	chr3	+	RI	186502352:186502485-186502485:186503671-186503671:186503840	186502485:186503671	0.528	0.315	0.214	0.000463321	0.010324196	known	1	0.95	20	NPC_SISO	protein_coding	EIF4A2-006( E3 )	ENST00000485101.1	EIF4A2-006	retained_intron	ENST00000356531.5,ENST00000426808.1,ENST00000429589.1,ENST00000443963.1,ENST00000467585.1,ENST00000475653.1,ENST00000495049.1	EIF4A2-201,EIF4A2-002,EIF4A2-016,EIF4A2-005,EIF4A2-019,EIF4A2-017,EIF4A2-015	protein_coding,nonsense_mediated_decay,nonsense_mediated_decay,nonsense_mediated_decay,retained_intron,retained_intron,retained_intron
EIF4G1_RI_6629	ENSG00000114867.15	6629	EIF4G1	chr3	+	RI	184040608:184040742-184040742:184040870-184040870:184040997	184040742:184040870	0.031	0.191	-0.16	4.32987E-15	1.15468E-12	novel	1	0.8	13	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000319274.6,ENST00000342981.4,ENST00000346169.2,ENST00000350481.5,ENST00000352767.3,ENST00000382330.3,ENST00000392537.2,ENST00000411531.1,ENST00000413967.1,ENST00000414031.1,ENST00000421110.1,ENST00000424196.1,ENST00000426123.1,ENST00000427845.1,ENST00000434061.2,ENST00000435046.2,ENST00000441154.1,ENST00000442406.1,ENST00000444861.1,ENST00000450424.1	EIF4G1-201,EIF4G1-001,EIF4G1-007,EIF4G1-009,EIF4G1-202,EIF4G1-014,EIF4G1-003,EIF4G1-038,EIF4G1-004,EIF4G1-010,EIF4G1-006,EIF4G1-013,EIF4G1-005,EIF4G1-012,EIF4G1-016,EIF4G1-041,EIF4G1-039,EIF4G1-002,EIF4G1-015,EIF4G1-008	protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,nonsense_mediated_decay,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,nonsense_mediated_decay,protein_coding,protein_coding
EIF5_RI_5542	ENSG00000100664.6	5542	EIF5	chr14	+	RI	103805508:103805670-103805670:103805975-103805975:103806140	103805670:103805975	0.097	0.235	-0.138	2.26597E-08	1.65777E-06	known	1	1	19	PC_SO_NPC_SI	protein_coding	EIF5-019( E2 )	ENST00000561380.1	EIF5-019	retained_intron	ENST00000216554.3,ENST00000392715.2,ENST00000558506.1	EIF5-001,EIF5-002,EIF5-003	protein_coding,protein_coding,protein_coding
ELF2_MXE_3753	ENSG00000109381.15	3753	ELF2	chr4	-	MXE	139994607:139994721-140046317:140046483-140058783:140059021-140060566:140060606	140046317:140046483-140058783:140059021	0.725	0.879	-0.154	0.000288802	0.015537571	known	0.9	0.55	10	NA_SISO	protein_coding	ELF2-001( E4 ),ELF2-201( E3 ),ELF2-004( E4 ),ELF2-203( E3 )	NA	NA	NA	NA	NA	NA
ENO1_SE_68034	ENSG00000074800.9	68034	ENO1	chr1	-	SE	8928046:8928116-8930182:8930569-8931949:8932045	8930182:8930569	1	0.891	0.109	0	0	novel	1	1	9	NA_SISO	NA	NA( ENA )	NA	NA	NA	NA	NA	NA
ENPP1_RI_6626	ENSG00000197594.7	6626	ENPP1	chr6	+	RI	132185612:132185711-132185711:132186031-132186031:132186078	132185711:132186031	0.666	0.498	0.168	0.002527987	0.044183651	novel	1	0.85	19	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000459624.1,ENST00000513998.1	ENPP1-002,ENPP1-004	retained_intron,nonsense_mediated_decay
EPB41L2_MXE_1853	ENSG00000079819.12	1853	EPB41L2	chr6	-	MXE	131186675:131186774-131188598:131188721-131190702:131191266-131206235:131206408	131188598:131188721-131190702:131191266	0.158	0.3	-0.142	0.000127872	0.00834924	known	1	0.9	16	NA_SO	protein_coding	EPB41L2-029( E5 ),EPB41L2-008( E13 ),EPB41L2-015( E6 ),EPB41L2-018( E14 ),EPB41L2-014( E5 ),EPB41L2-001( E16 ),EPB41L2-009( E14 ),EPB41L2-004( E13 ),EPB41L2-010( E16 ),EPB41L2-007( E14 )	ENST00000445890.2,ENST00000528282.1	EPB41L2-004,EPB41L2-008	protein_coding,protein_coding	NA	NA	NA
EPB41L2_MXE_1854	ENSG00000079819.12	1854	EPB41L2	chr6	-	MXE	131186675:131186774-131188598:131188721-131190951:131191266-131206235:131206408	131188598:131188721-131190951:131191266	0.154	0.3	-0.146	7.42247E-05	0.005260599	known	1	0.9	18	PC_SISO	protein_coding	EPB41L2-029( E5 ),EPB41L2-008( E13 ),EPB41L2-015( E6 ),EPB41L2-018( E14 ),EPB41L2-014( E5 ),EPB41L2-001( E16 ),EPB41L2-009( E14 ),EPB41L2-004( E13 ),EPB41L2-010( E16 ),EPB41L2-007( E14 )	ENST00000445890.2,ENST00000528282.1	EPB41L2-004,EPB41L2-008	protein_coding,protein_coding	ENST00000527659.1	EPB41L2-012	protein_coding
EPS15_SE_69709	ENSG00000085832.12	69709	EPS15	chr1	-	SE	51929344:51929470-51929678:51929736-51930932:51930998	51929678:51929736	0.016	0.124	-0.108	3.06311E-13	1.51117E-10	novel	0.95	0.6	4	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000371727.1,ENST00000371730.2,ENST00000371733.3,ENST00000464478.1,ENST00000471391.1	EPS15-003,EPS15-002,EPS15-001,EPS15-004,EPS15-006	retained_intron,protein_coding,protein_coding,processed_transcript,retained_intron
ERP29_SE_51144	ENSG00000089248.6	51144	ERP29	chr12	+	SE	112451119:112451413-112457559:112457698-112459953:112460972	112457559:112457698	0.836	0.544	0.291	1.66556E-06	0.000165847	known	0.9	0.55	11	PC_SISO	protein_coding	ERP29-005( E2 ),ERP29-001( E2 )	ENST00000261735.3	ERP29-001	protein_coding	ENST00000455836.1	ERP29-002	protein_coding
EXOC6B_MXE_2666	ENSG00000144036.10	2666	EXOC6B	chr2	-	MXE	72802620:72802797-72945231:72945436-72968432:72968598-73052926:73053170	72945231:72945436-72968432:72968598	0.316	0.142	0.175	0.000492617	0.024730549	known	1	0.75	15	NA_SISO	protein_coding	EXOC6B-003( E6 ),EXOC6B-002( E5 ),EXOC6B-001( E6 )	NA	NA	NA	NA	NA	NA
FAM13B_SE_23146	ENSG00000031003.6	23146	FAM13B	chr5	-	SE	137281590:137281686-137281916:137282000-137284643:137284873	137281916:137282000	0.785	0.902	-0.117	0.000853796	0.037947429	known	0.9	0.75	8	PC_SISO	protein_coding	FAM13B-001( E18 )	ENST00000033079.3	FAM13B-001	protein_coding	ENST00000420893.2,ENST00000425075.2	FAM13B-003,FAM13B-002	protein_coding,protein_coding
FAM172A_MXE_1039	ENSG00000113391.12	1039	FAM172A	chr5	-	MXE	93159853:93159973-93217175:93217394-93294481:93294673-93300162:93300228	93217175:93217394-93294481:93294673	0.575	0.745	-0.171	0.000717781	0.033888122	known	0.95	0.45	16	NA_SO	protein_coding	FAM172A-006( E5 ),FAM172A-002( E6 ),FAM172A-001( E7 ),FAM172A-007( E4 ),FAM172A-005( E6 )	ENST00000505869.1,ENST00000509739.1	FAM172A-006,FAM172A-007	protein_coding,protein_coding	NA	NA	NA
FAM188A_SE_18887	ENSG00000148481.9	18887	FAM188A	chr10	-	SE	15879202:15879317-15880226:15880278-15883424:15883598	15880226:15880278	0.807	0.909	-0.102	7.49145E-05	0.004609368	known	0.85	0.1	6	PC_SI_NPC_SO	protein_coding	FAM188A-001( E5 ),FAM188A-005( E1 )	ENST00000277632.3	FAM188A-001	protein_coding	ENST00000477891.1	FAM188A-002	processed_transcript
FAM208A_A3SS_4240	ENSG00000163946.9	4240	FAM208A	chr3	-	A3SS	56667071:56667871-56667871:56667994-56672733:56672793	56667871:56667994	0.672	0.873	-0.201	7.11409E-06	0.001873476	known	0.8	0.3	9	PC_SISO	protein_coding	FAM208A-004( E18 )	ENST00000493960.2	FAM208A-004	protein_coding	ENST00000431842.2	FAM208A-002	protein_coding
FAM208B_SE_41685	ENSG00000108021.15	41685	FAM208B	chr10	+	SE	5751492:5751626-5754356:5754502-5754785:5754835	5754356:5754502	0.9	0.78	0.12	2.74401E-06	0.00025455	known	1	0.55	7	NPC_SISO	protein_coding	FAM208B-002( E2 ),FAM208B-006( E3 ),FAM208B-011( E3 )	ENST00000532424.1	FAM208B-011	processed_transcript	ENST00000473789.1,ENST00000527124.1	FAM208B-007,FAM208B-014	processed_transcript,retained_intron
FAM228B_MXE_3017	ENSG00000219626.4	3017	FAM228B	chr2	+	MXE	24357988:24358057-24360778:24360970-24362239:24362320-24369617:24369705	24360778:24360970-24362239:24362320	0.149	0.284	-0.135	0.000237499	0.013265345	known	1	0.75	17	NA_SI	protein_coding	FAM228B-201( E4 ),FAM228B-007( E4 )	NA	NA	NA	ENST00000468799.1	FAM228B-003	processed_transcript
FGFR1_RI_1612	ENSG00000077782.15	1612	FGFR1	chr8	-	RI	38285438:38285611-38285611:38285863-38285863:38285953	38285611:38285863	0.184	0.453	-0.269	8.9051E-05	0.002529843	known	0.85	0.65	18	NPC_SISO	protein_coding	FGFR1-014( E2 )	ENST00000474970.1	FGFR1-014	retained_intron	ENST00000335922.5,ENST00000356207.5,ENST00000447712.2,ENST00000470826.1,ENST00000487647.1,ENST00000525001.1,ENST00000527203.1,ENST00000529552.1,ENST00000532386.1,ENST00000532791.1	FGFR1-003,FGFR1-004,FGFR1-203,FGFR1-005,FGFR1-010,FGFR1-036,FGFR1-035,FGFR1-037,FGFR1-034,FGFR1-002	protein_coding,protein_coding,protein_coding,retained_intron,nonsense_mediated_decay,protein_coding,processed_transcript,protein_coding,retained_intron,protein_coding
FGFR1_RI_1613	ENSG00000077782.15	1613	FGFR1	chr8	-	RI	38285438:38285611-38285611:38285869-38285869:38285953	38285611:38285869	0.121	0.249	-0.128	0.00034508	0.007990981	known	0.95	0.85	19	NPC_SISO	protein_coding	FGFR1-014( E2 )	ENST00000474970.1	FGFR1-014	retained_intron	ENST00000326324.6,ENST00000341462.5,ENST00000397091.5,ENST00000397103.1,ENST00000397108.4,ENST00000397113.2,ENST00000425967.3,ENST00000484370.1,ENST00000496296.1,ENST00000526742.1,ENST00000530568.1,ENST00000533668.1	FGFR1-008,FGFR1-201,FGFR1-001,FGFR1-011,FGFR1-020,FGFR1-012,FGFR1-202,FGFR1-009,FGFR1-006,FGFR1-038,FGFR1-027,FGFR1-028	protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,nonsense_mediated_decay,retained_intron,protein_coding,protein_coding,protein_coding
FGFR1_SE_63058	ENSG00000077782.15	63058	FGFR1	chr8	-	SE	38269602:38270113-38271106:38271322-38271435:38271541	38271106:38271322	0.817	0.933	-0.116	3.04804E-10	6.98737E-08	novel	1	0.55	6	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000526688.1	FGFR1-031	processed_transcript
FGFR1OP2_SE_54340	ENSG00000111790.9	54340	FGFR1OP2	chr12	+	SE	27110533:27110676-27113447:27113561-27116274:27116388	27113447:27113561	0.406	0.231	0.175	0.000907614	0.039817622	known	1	0.7	20	PC_SISO	protein_coding	FGFR1OP2-001( E5 )	ENST00000229395.3	FGFR1OP2-001	protein_coding	ENST00000327214.5	FGFR1OP2-004	protein_coding
FGGY_MXE_2315	ENSG00000172456.12	2315	FGGY	chr1	+	MXE	59805629:59805741-59811918:59812070-59844420:59844509-59922632:59922748	59811918:59812070-59844420:59844509	0.608	0.797	-0.189	2.88002E-05	0.002291516	known	1	0.6	19	NA_SISO	protein_coding	FGGY-001( E4 ),FGGY-007( E4 ),FGGY-008( E2 ),FGGY-004( E5 ),FGGY-005( E4 ),FGGY-003( E3 )	NA	NA	NA	NA	NA	NA
FIP1L1_SE_37753	ENSG00000145216.11	37753	FIP1L1	chr4	+	SE	54265896:54266006-54280781:54280889-54292038:54292132	54280781:54280889	0.877	0.728	0.15	1.22971E-05	0.000946579	known	1	1	14	NPC_SISO	protein_coding	FIP1L1-004( E8 ),FIP1L1-002( E10 ),FIP1L1-009( E10 ),FIP1L1-001( E11 ),FIP1L1-005( E11 )	ENST00000337488.6,ENST00000358575.5,ENST00000505125.1,ENST00000507166.1,ENST00000507922.1	FIP1L1-001,FIP1L1-002,FIP1L1-004,FIP1L1-005,FIP1L1-009	protein_coding,protein_coding,retained_intron,protein_coding,protein_coding	ENST00000306932.6,ENST00000513975.1,ENST00000514543.1	FIP1L1-003,FIP1L1-006,FIP1L1-011	protein_coding,retained_intron,nonsense_mediated_decay
FIP1L1_SE_37754	ENSG00000145216.11	37754	FIP1L1	chr4	+	SE	54294193:54294350-54306748:54306775-54308819:54308874	54306748:54306775	0.248	0.525	-0.277	0.000649527	0.030204404	known	0.9	0.25	15	NPC_SISO	protein_coding	FIP1L1-010( E2 ),FIP1L1-002( E13 ),FIP1L1-011( E7 )	ENST00000358575.5,ENST00000504094.1,ENST00000514543.1	FIP1L1-002,FIP1L1-010,FIP1L1-011	protein_coding,protein_coding,nonsense_mediated_decay	ENST00000306932.6,ENST00000337488.6,ENST00000505125.1,ENST00000513008.1	FIP1L1-003,FIP1L1-001,FIP1L1-004,FIP1L1-008	protein_coding,protein_coding,retained_intron,retained_intron
FIP1L1_SE_72311	ENSG00000145216.11	72311	FIP1L1	chr4	+	SE	54265896:54266006-54280781:54281211-54292038:54292132	54280781:54281211	0.781	0.552	0.23	8.90972E-05	0.005384328	novel	0.9	0.35	14	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000306932.6,ENST00000513975.1,ENST00000514543.1	FIP1L1-003,FIP1L1-006,FIP1L1-011	protein_coding,retained_intron,nonsense_mediated_decay
FIP1L1_SE_72312	ENSG00000145216.11	72312	FIP1L1	chr4	+	SE	54265896:54266006-54280787:54280889-54292038:54292132	54280787:54280889	0.794	0.603	0.191	0.000455554	0.022132482	novel	1	0.5	14	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000306932.6,ENST00000513975.1,ENST00000514543.1	FIP1L1-003,FIP1L1-006,FIP1L1-011	protein_coding,retained_intron,nonsense_mediated_decay
FN1_A5SS_11985	ENSG00000115414.14	11985	FN1	chr2	-	A5SS	216245533:216245803-216246725:216246934-216246934:216247039	216246725:216246934	0.278	0.484	-0.206	1.44188E-05	0.002310663	novel	1	0.95	20	PC_SO_NPC_SI	NA	NA( ENA )	ENST00000490833.1	FN1-028	processed_transcript	ENST00000323926.6,ENST00000336916.4,ENST00000345488.5,ENST00000346544.3,ENST00000354785.4,ENST00000357009.2,ENST00000359671.1,ENST00000446046.1	FN1-002,FN1-003,FN1-201,FN1-202,FN1-001,FN1-203,FN1-204,FN1-008	protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding
FNBP4_SE_69547	ENSG00000109920.8	69547	FNBP4	chr11	-	SE	47758167:47758292-47765504:47765711-47767607:47767946	47765504:47765711	0.892	0.753	0.139	0.000460503	0.022293123	novel	0.95	0.4	8	NA_SISO	NA	NA( ENA )	NA	NA	NA	NA	NA	NA
FRY_SE_55365	ENSG00000073910.15	55365	FRY	chr13	+	SE	32752980:32753170-32753811:32753936-32757113:32757171	32753811:32753936	0.991	0.768	0.223	0	0	known	1	0.8	7	NA_SO	protein_coding	FRY-001( E23 )	ENST00000380250.3	FRY-001	protein_coding	NA	NA	NA
FUBP1_SE_36383	ENSG00000162613.12	36383	FUBP1	chr1	-	SE	78433848:78433887-78434705:78434768-78435608:78435699	78434705:78434768	0.161	0.671	-0.51	0	0	known	0.95	0.45	16	PC_SI_NPC_SO	protein_coding	FUBP1-201( E3 ),FUBP1-004( E3 )	ENST00000421641.1,ENST00000436586.2	FUBP1-004,FUBP1-201	protein_coding,protein_coding	ENST00000294623.4,ENST00000370767.1,ENST00000370768.2	FUBP1-001,FUBP1-003,FUBP1-002	nonsense_mediated_decay,protein_coding,protein_coding
FUS_RI_6470	ENSG00000089280.14	6470	FUS	chr16	+	RI	31193718:31193743-31193743:31193833-31193833:31193970	31193743:31193833	0.28	0.599	-0.319	3.00177E-05	0.00098867	novel	0.8	0.25	14	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000254108.7,ENST00000380244.3,ENST00000487045.2,ENST00000487509.2,ENST00000566605.1,ENST00000568685.1	FUS-001,FUS-008,FUS-002,FUS-006,FUS-010,FUS-016	protein_coding,protein_coding,retained_intron,retained_intron,nonsense_mediated_decay,protein_coding
GCC2_SE_36514	ENSG00000135968.15	36514	GCC2	chr2	+	SE	109102890:109103104-109104154:109104276-109106293:109106470	109104154:109104276	0.993	0.884	0.109	1.6997E-07	2.11558E-05	known	0.95	0.5	3	NA_SO	protein_coding	GCC2-004( E8 ),GCC2-001( E16 ),GCC2-014( E17 )	ENST00000309863.6,ENST00000393321.2,ENST00000482325.1	GCC2-014,GCC2-004,GCC2-001	protein_coding,nonsense_mediated_decay,nonsense_mediated_decay	NA	NA	NA
GFPT2_A3SS_17199	ENSG00000131459.8	17199	GFPT2	chr5	-	A3SS	179757699:179757834-179757834:179758060-179758494:179758648	179757834:179758060	0.044	0.187	-0.143	1.39229E-06	0.000479985	novel	0.95	0.7	12	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000253778.8,ENST00000518906.1	GFPT2-001,GFPT2-005	protein_coding,protein_coding
GOLGA4_MXE_2036	ENSG00000144674.12	2036	GOLGA4	chr3	+	MXE	37292885:37292975-37315026:37315092-37323448:37323763-37327504:37327552	37315026:37315092-37323448:37323763	0.235	0.112	0.123	0.000402147	0.02068116	known	1	0.85	14	NA_SI	protein_coding	GOLGA4-004( E3 ),GOLGA4-010( E4 ),GOLGA4-006( E3 ),GOLGA4-007( E3 )	NA	NA	NA	ENST00000361924.2	GOLGA4-001	protein_coding
GOLGA4_SE_23298	ENSG00000144674.12	23298	GOLGA4	chr3	+	SE	37323448:37323763-37327504:37327552-37336469:37336568	37327504:37327552	0.966	0.744	0.222	3.2182E-12	1.18806E-09	known	0.8	0.25	4	NA_SISO	protein_coding	GOLGA4-002( E6 ),GOLGA4-005( E2 ),GOLGA4-006( E5 ),GOLGA4-001( E4 )	NA	NA	NA	NA	NA	NA
GOLGA4_SE_23300	ENSG00000144674.12	23300	GOLGA4	chr3	+	SE	37323448:37323763-37330725:37330782-37336469:37336568	37330725:37330782	0.971	0.839	0.133	1.23688E-10	3.05104E-08	known	1	0.95	4	NA_SO	protein_coding	GOLGA4-011( E4 ),GOLGA4-004( E5 ),GOLGA4-005( E3 ),GOLGA4-002( E8 ),GOLGA4-001( E5 ),GOLGA4-006( E6 )	ENST00000419177.3	GOLGA4-011	processed_transcript	NA	NA	NA
GOLGB1_SE_17874	ENSG00000173230.11	17874	GOLGB1	chr3	-	SE	121437234:121437348-121438492:121438600-121441108:121441225	121438492:121438600	0.371	0.215	0.157	0.000102721	0.006059226	known	1	0.95	19	PC_SISO	protein_coding	GOLGB1-001( E7 )	ENST00000340645.5	GOLGB1-001	protein_coding	ENST00000494517.1	GOLGB1-004	protein_coding
GOLGB1_SE_17875	ENSG00000173230.11	17875	GOLGB1	chr3	-	SE	121437234:121437348-121438492:121438615-121441108:121441225	121438492:121438615	0.409	0.238	0.171	2.64169E-05	0.001848949	known	1	1	20	PC_SO_NPC_SI	protein_coding	GOLGB1-002( E7 ),GOLGB1-003( E7 )	ENST00000393667.3,ENST00000482512.1	GOLGB1-002,GOLGB1-003	protein_coding,nonsense_mediated_decay	ENST00000494517.1	GOLGB1-004	protein_coding
GOLGB1_SE_65189	ENSG00000173230.11	65189	GOLGB1	chr3	-	SE	121437234:121437348-121438492:121438597-121441108:121441225	121438492:121438597	0.381	0.226	0.156	0.000102833	0.006059226	novel	1	0.95	19	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000494517.1	GOLGB1-004	protein_coding
GOLGB1_SE_65190	ENSG00000173230.11	65190	GOLGB1	chr3	-	SE	121437234:121437348-121438492:121438786-121441108:121441225	121438492:121438786	0.349	0.207	0.142	0.000186348	0.01007246	novel	1	0.95	19	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000494517.1	GOLGB1-004	protein_coding
