cluster	loglr	df	p	FDR	genes	N	annotation	intron	logef	LowGrade_Cartilage	HighGrade_Cartilage	deltapsi	ensemblID	chr	start	end	verdict	transcripts
chr12:clu_22911_+	40.8808462	4	7.37E-17	2.74E-13	PPFIBP1	5	cryptic	chr12:27656730:27664362:clu_22911_+	-0.2413149	0.01558158	0.01356332	-0.0020183	ENSG00000117450	chr12	27656730	27664362	novel annotated pair	ENST00000228425+ENST00000318304+ENST00000537927+ENST00000540114+ENST00000542629
chr12:clu_22911_+	40.8808462	4	7.37E-17	2.74E-13	PPFIBP1	5	cryptic	chr12:27658848:27660884:clu_22911_+	0.19866863	0.04359245	0.05891804	0.01532559	ENSG00000117450	chr12	27658848	27660884	annotated	ENST00000228425
chr12:clu_22911_+	40.8808462	4	7.37E-17	2.74E-13	PPFIBP1	5	cryptic	chr12:27660945:27664362:clu_22911_+	-0.0941923	0.54068251	0.54524462	0.00456211	ENSG00000117450	chr12	27660945	27664362	annotated	ENST00000228425+ENST00000318304+ENST00000537261+ENST00000537927+ENST00000540114+ENST00000542629
chrX:clu_279_+	39.9776148	4	1.78E-16	6.11E-13	SAT1	5	annotated	chrX:23783709:23783800:clu_279_+	0.04251373	0.48529164	0.48145365	-0.003838	ENSG00000117450	chrX	23783709	23783800	annotated	ENST00000379253+ENST00000379270+ENST00000487713+ENST00000489394
chrX:clu_279_+	39.9776148	4	1.78E-16	6.11E-13	SAT1	5	annotated	chrX:23783709:23785328:clu_279_+	0.14250421	0.00161028	0.00176554	0.00015526	ENSG00000117450	chrX	23783709	23785328	annotated	ENST00000379254+ENST00000379270+ENST00000489394
chrX:clu_279_+	39.9776148	4	1.78E-16	6.11E-13	SAT1	5	annotated	chrX:23783883:23784294:clu_279_+	-0.150533	0.02590417	0.02118762	-0.0047165	ENSG00000007237	chrX	23783883	23784294	annotated	ENST00000489394
chrX:clu_279_+	39.9776148	4	1.78E-16	6.11E-13	SAT1	5	annotated	chrX:23783883:23785328:clu_279_+	0.08085598	0.45103829	0.46496142	0.01392312	ENSG00000007237	chrX	23783883	23785328	annotated	ENST00000379270+ENST00000489394
chrX:clu_279_+	39.9776148	4	1.78E-16	6.11E-13	SAT1	5	annotated	chrX:23784403:23785328:clu_279_+	-0.1153409	0.03615562	0.03063177	-0.0055239	ENSG00000007237	chrX	23784403	23785328	annotated	ENST00000463236+ENST00000489394
chr1:clu_12731_-	39.984213	5	8.52E-16	2.71E-12	PRDX1	6	cryptic	chr1:45519054:45521359:clu_12731_-	-0.2125144	0.00380521	0.00357307	-0.0002321	ENSG00000007237	chr1	45519054	45521359	cryptic_fiveprime	.
chr1:clu_12731_-	39.984213	5	8.52E-16	2.71E-12	PRDX1	6	cryptic	chr1:45519054:45521386:clu_12731_-	-0.1580829	0.00395445	0.00392092	-3.35E-05	ENSG00000007237	chr1	45519054	45521386	cryptic_fiveprime	.
chr1:clu_12731_-	39.984213	5	8.52E-16	2.71E-12	PRDX1	6	cryptic	chr1:45519054:45521609:clu_12731_-	-0.1703777	0.02276788	0.02229897	-0.0004689	ENSG00000108821	chr1	45519054	45521609	annotated	ENST00000262746+ENST00000483583
chr1:clu_12731_-	39.984213	5	8.52E-16	2.71E-12	PRDX1	6	cryptic	chr1:45519054:45521635:clu_12731_-	-0.0987777	0.00811074	0.00853332	0.00042258	ENSG00000108821	chr1	45519054	45521635	cryptic_fiveprime	.
chr1:clu_12731_-	39.984213	5	8.52E-16	2.71E-12	PRDX1	6	cryptic	chr1:45519054:45521829:clu_12731_-	-0.1626131	0.95339746	0.9410406	-0.0123569	ENSG00000108821	chr1	45519054	45521829	annotated	ENST00000319248+ENST00000372079
chr1:clu_12731_-	39.984213	5	8.52E-16	2.71E-12	PRDX1	6	cryptic	chr1:45519054:45522778:clu_12731_-	0.80236584	0.00796426	0.02063311	0.01266885	ENSG00000163956	chr1	45519054	45522778	annotated	ENST00000424390
chr17:clu_55092_-	38.2636855	4	9.47E-16	2.81E-12	AC005747.1	5	cryptic	chr17:10019897:10034111:clu_55092_-	-0.157542	0.02868282	0.02421076	-0.0044721	ENSG00000163956	chr17	10019897	10034111	cryptic_fiveprime	.
chr17:clu_55092_-	38.2636855	4	9.47E-16	2.81E-12	AC005747.1	5	cryptic	chr17:10019897:10036434:clu_55092_-	-0.0803977	0.75355612	0.68707718	-0.0664789	ENSG00000164692	chr17	10019897	10036434	annotated	ENST00000578655+ENST00000584146+ENST00000585266
chr17:clu_55092_-	38.2636855	4	9.47E-16	2.81E-12	AC005747.1	5	cryptic	chr17:10019897:10036452:clu_55092_-	-0.1024511	0.04903329	0.0437324	-0.0053009	ENSG00000164692	chr17	10019897	10036452	annotated	ENST00000580043
chr17:clu_55092_-	38.2636855	4	9.47E-16	2.81E-12	AC005747.1	5	cryptic	chr17:10019897:10198208:clu_55092_-	0.41700153	0.15502354	0.23243702	0.07741348	ENSG00000164692	chr17	10019897	10198208	annotated	ENST00000432992
chr17:clu_55092_-	38.2636855	4	9.47E-16	2.81E-12	AC005747.1	5	cryptic	chr17:10034237:10036434:clu_55092_-	-0.0766107	0.01370423	0.01254265	-0.0011616	ENSG00000187957	chr17	10034237	10036434	cryptic_threeprime	.
chr17:clu_56233_-	33.0012745	2	4.65E-15	1.30E-11	COL1A1	3	cryptic	chr17:50186922:50187015:clu_56233_-	-1.3423468	0.47383931	0.3033678	-0.1704715	ENSG00000187957	chr17	50186922	50187015	annotated	ENST00000225964
chr17:clu_56233_-	33.0012745	2	4.65E-15	1.30E-11	COL1A1	3	cryptic	chr17:50186922:50187484:clu_56233_-	2.64018189	0.01022641	0.35127857	0.34105217	ENSG00000187957	chr17	50186922	50187484	novel annotated pair	ENST00000225964
chr17:clu_56233_-	33.0012745	2	4.65E-15	1.30E-11	COL1A1	3	cryptic	chr17:50187122:50187484:clu_56233_-	-1.2978351	0.51593429	0.34535362	-0.1705807	ENSG00000187957	chr17	50187122	50187484	annotated	ENST00000225964
chr4:clu_58267_-	30.3214146	1	6.84E-15	1.79E-11	LRPAP1	2	cryptic	chr4:3514928:3516051:clu_58267_-	3.79194988	1.95E-13	3.84E-10	3.83E-10	ENSG00000119335	chr4	3514928	3516051	cryptic_fiveprime	.
chr4:clu_58267_-	30.3214146	1	6.84E-15	1.79E-11	LRPAP1	2	cryptic	chr4:3514928:3516116:clu_58267_-	-3.7919499	1	1	-3.84E-10	ENSG00000119335	chr4	3514928	3516116	annotated	ENST00000296325+ENST00000648517+ENST00000650182
chr7:clu_63356_+	32.1240051	2	1.12E-14	2.77E-11	COL1A2	3	cryptic	chr7:94416503:94417724:clu_63356_+	-0.002578	0.41938561	0.4204986	0.00111299	ENSG00000119335	chr7	94416503	94417724	annotated	ENST00000297268+ENST00000473573+ENST00000620463
chr7:clu_63356_+	32.1240051	2	1.12E-14	2.77E-11	COL1A2	3	cryptic	chr7:94416503:94418499:clu_63356_+	0.00972558	1.68E-05	1.70E-05	2.53E-07	ENSG00000119335	chr7	94416503	94418499	novel annotated pair	ENST00000297268+ENST00000473573+ENST00000620463
chr7:clu_63356_+	32.1240051	2	1.12E-14	2.77E-11	COL1A2	3	cryptic	chr7:94417831:94418499:clu_63356_+	-0.0071476	0.58059759	0.57948435	-0.0011132	ENSG00000145730	chr7	94417831	94418499	annotated	ENST00000297268+ENST00000461525+ENST00000473573+ENST00000497316+ENST00000620463
chr2:clu_84217_-	32.8383498	3	3.59E-14	8.43E-11	DNER	4	cryptic	chr2:229407345:229409533:clu_84217_-	-0.2803043	0.09284746	0.0618474	-0.0310001	ENSG00000145730	chr2	229407345	229409533	cryptic_fiveprime	.
chr2:clu_84217_-	32.8383498	3	3.59E-14	8.43E-11	DNER	4	cryptic	chr2:229407345:229418108:clu_84217_-	0.183053	0.42840167	0.4535614	0.02515973	ENSG00000145730	chr2	229407345	229418108	annotated	ENST00000341772
chr2:clu_84217_-	32.8383498	3	3.59E-14	8.43E-11	DNER	4	cryptic	chr2:229407345:229447316:clu_84217_-	-0.0518925	0.02884913	0.02414805	-0.0047011	ENSG00000145730	chr2	229407345	229447316	novel annotated pair	ENST00000341772
chr2:clu_84217_-	32.8383498	3	3.59E-14	8.43E-11	DNER	4	cryptic	chr2:229418230:229447316:clu_84217_-	0.14914379	0.44990174	0.46044315	0.01054141	ENSG00000145730	chr2	229418230	229447316	annotated	ENST00000341772
chr9:clu_80967_+	32.5445745	3	4.80E-14	1.07E-10	SET	4	cryptic	chr9:128694001:128694641:clu_80967_+	0.03281731	0.00661607	0.00286919	-0.0037469	ENSG00000145730	chr9	128694001	128694641	cryptic_fiveprime	.
chr9:clu_80967_+	32.5445745	3	4.80E-14	1.07E-10	SET	4	cryptic	chr9:128694001:128694651:clu_80967_+	-1.7781058	1.97E-05	1.40E-06	-1.83E-05	ENSG00000187134	chr9	128694001	128694651	cryptic_unanchored	NA
chr9:clu_80967_+	32.5445745	3	4.80E-14	1.07E-10	SET	4	cryptic	chr9:128694042:128694641:clu_80967_+	0.87207331	0.99322656	0.9969911	0.00376454	ENSG00000187134	chr9	128694042	128694641	annotated	ENST00000322030+ENST00000372686+ENST00000372688+ENST00000372692+ENST00000409104
chr9:clu_80967_+	32.5445745	3	4.80E-14	1.07E-10	SET	4	cryptic	chr9:128694042:128694644:clu_80967_+	0.87321514	0.00013763	0.00013831	6.79E-07	ENSG00000187134	chr9	128694042	128694644	cryptic_threeprime	.
chr5:clu_52456_+	35.7271712	5	5.10E-14	1.08E-10	PAM	6	cryptic	chr5:102961229:102974116:clu_52456_+	-0.0785579	0.39154842	0.38098449	-0.0105639	ENSG00000187134	chr5	102961229	102974116	annotated	ENST00000304400+ENST00000345721+ENST00000346918+ENST00000379799+ENST00000438793+ENST00000455264+ENST00000505372
chr5:clu_52456_+	35.7271712	5	5.10E-14	1.08E-10	PAM	6	cryptic	chr5:102961229:102987518:clu_52456_+	0.16824893	0.01120518	0.01395492	0.00274974	ENSG00000187134	chr5	102961229	102987518	cryptic_threeprime	.
chr5:clu_52456_+	35.7271712	5	5.10E-14	1.08E-10	PAM	6	cryptic	chr5:102961229:102990272:clu_52456_+	0.06080325	0.21753516	0.24331845	0.02578329	ENSG00000110651	chr5	102961229	102990272	annotated	ENST00000304400+ENST00000345721+ENST00000346918+ENST00000348126+ENST00000379799+ENST00000438793+ENST00000455264
chr5:clu_52456_+	35.7271712	5	5.10E-14	1.08E-10	PAM	6	cryptic	chr5:102974436:102987518:clu_52456_+	-0.0283296	0.012277	0.0125611	0.00028411	ENSG00000110651	chr5	102974436	102987518	cryptic_threeprime	.
chr5:clu_52456_+	35.7271712	5	5.10E-14	1.08E-10	PAM	6	cryptic	chr5:102974436:102990272:clu_52456_+	-0.1165553	0.32203321	0.30166187	-0.0203713	ENSG00000123384	chr5	102974436	102990272	annotated	ENST00000304400+ENST00000345721+ENST00000346918+ENST00000379799+ENST00000438793+ENST00000455264
chr5:clu_52456_+	35.7271712	5	5.10E-14	1.08E-10	PAM	6	cryptic	chr5:102987571:102990272:clu_52456_+	-0.0056094	0.04540104	0.04751916	0.00211812	ENSG00000123384	chr5	102987571	102990272	cryptic_fiveprime	.
chr10:clu_34084_+	33.9253505	4	6.45E-14	1.31E-10	AKR1C1	5	cryptic	chr10:4944274:4949763:clu_34084_+	-0.1529649	0.04220395	0.03010887	-0.0120951	ENSG00000123384	chr10	4944274	4949763	cryptic_unanchored	NA
chr10:clu_34084_+	33.9253505	4	6.45E-14	1.31E-10	AKR1C1	5	cryptic	chr10:4944274:4965914:clu_34084_+	-0.2274366	0.02534682	0.01678503	-0.0085618	ENSG00000154175	chr10	4944274	4965914	cryptic_fiveprime	.
chr10:clu_34084_+	33.9253505	4	6.45E-14	1.31E-10	AKR1C1	5	cryptic	chr10:4963528:4963733:clu_34084_+	0.13534892	0.01839072	0.01750464	-0.0008861	ENSG00000154175	chr10	4963528	4963733	cryptic_threeprime	.
chr10:clu_34084_+	33.9253505	4	6.45E-14	1.31E-10	AKR1C1	5	cryptic	chr10:4963528:4965914:clu_34084_+	0.21003064	0.90264651	0.92577619	0.02312967	ENSG00000154175	chr10	4963528	4965914	annotated	ENST00000380872+ENST00000477661
chr10:clu_34084_+	33.9253505	4	6.45E-14	1.31E-10	AKR1C1	5	cryptic	chr10:4963893:4965914:clu_34084_+	0.03502197	0.01141199	0.00982527	-0.0015867	ENSG00000137309	chr10	4963893	4965914	annotated	ENST00000380859
chr5:clu_52483_+	33.6731453	4	8.24E-14	1.60E-10		5	annotated	chr5:109341691:109341770:clu_52483_+	-2.2866331	0.00266556	7.57E-05	-0.0025899	ENSG00000137309	chr5	109341691	109341770	unknown_strand	NA
chr5:clu_52483_+	33.6731453	4	8.24E-14	1.60E-10		5	annotated	chr5:109341691:109341819:clu_52483_+	-2.2705055	1.10E-06	3.18E-08	-1.07E-06	ENSG00000137309	chr5	109341691	109341819	unknown_strand	NA
chr5:clu_52483_+	33.6731453	4	8.24E-14	1.60E-10		5	annotated	chr5:109341691:109342243:clu_52483_+	0.57882683	0.67187807	0.33488004	-0.336998	ENSG00000137309	chr5	109341691	109342243	unknown_strand	NA
chr5:clu_52483_+	33.6731453	4	8.24E-14	1.60E-10		5	annotated	chr5:109341691:109342568:clu_52483_+	2.12364685	0.15253023	0.35633751	0.20380728	ENSG00000120708	chr5	109341691	109342568	unknown_strand	NA
chr5:clu_52483_+	33.6731453	4	8.24E-14	1.60E-10		5	annotated	chr5:109341691:109342746:clu_52483_+	1.85466488	0.17292504	0.30870675	0.1357817	ENSG00000120708	chr5	109341691	109342746	unknown_strand	NA
chr11:clu_86056_+	27.3939646	1	1.34E-13	2.49E-10	CD81	2	cryptic	chr11:2395046:2395416:clu_86056_+	-8.0719615	1	1	0	ENSG00000187957	chr11	2395046	2395416	annotated	ENST00000263645+ENST00000381036+ENST00000464784+ENST00000468153+ENST00000475945+ENST00000481687+ENST00000492252+ENST00000492627+ENST00000524805+ENST00000526072+ENST00000527343+ENST00000530239+ENST00000530648+ENST00000533417
chr11:clu_86056_+	27.3939646	1	1.34E-13	2.49E-10	CD81	2	cryptic	chr11:2395046:2395449:clu_86056_+	8.07196154	4.44E-28	4.56E-21	4.56E-21	ENSG00000187957	chr11	2395046	2395449	cryptic_threeprime	.
chr1:clu_13747_-	26.9014768	1	2.22E-13	3.95E-10		2	annotated	chr1:144874907:144892027:clu_13747_-	12.9591545	0.00048866	0.99999999	0.99951133	ENSG00000187957	chr1	144874907	144892027	unknown_strand	NA
chr1:clu_13747_-	26.9014768	1	2.22E-13	3.95E-10		2	annotated	chr1:144874907:144892184:clu_13747_-	-12.959155	0.99951134	1.13E-08	-0.9995113	ENSG00000187957	chr1	144874907	144892184	unknown_strand	NA
chr12:clu_23484_+	29.073821	2	2.36E-13	4.05E-10	LRP1	3	annotated	chr12:57167524:57168185:clu_23484_+	-0.1226457	0.06973289	0.05226045	-0.0174724	ENSG00000187957	chr12	57167524	57168185	annotated	ENST00000553446
chr12:clu_23484_+	29.073821	2	2.36E-13	4.05E-10	LRP1	3	annotated	chr12:57167524:57169140:clu_23484_+	0.21456939	0.82551724	0.86678684	0.0412696	ENSG00000084234	chr12	57167524	57169140	annotated	ENST00000243077+ENST00000553446
chr12:clu_23484_+	29.073821	2	2.36E-13	4.05E-10	LRP1	3	annotated	chr12:57168235:57169140:clu_23484_+	-0.0919237	0.10474987	0.08095271	-0.0237972	ENSG00000084234	chr12	57168235	57169140	annotated	ENST00000553446
chr3:clu_60889_-	28.4313707	2	4.49E-13	7.42E-10	ABI3BP	3	annotated	chr3:100780209:100787728:clu_60889_-	0.03256892	0.42020433	0.42319825	0.00299392	ENSG00000084234	chr3	100780209	100787728	annotated	ENST00000470336+ENST00000471714+ENST00000471901+ENST00000487012+ENST00000497395
chr3:clu_60889_-	28.4313707	2	4.49E-13	7.42E-10	ABI3BP	3	annotated	chr3:100780209:100789454:clu_60889_-	-0.0896964	0.15355407	0.13685022	-0.0167038	ENSG00000003989	chr3	100780209	100789454	annotated	ENST00000284322+ENST00000470336+ENST00000471714+ENST00000471901+ENST00000486770+ENST00000487012+ENST00000495591+ENST00000497395
chr3:clu_60889_-	28.4313707	2	4.49E-13	7.42E-10	ABI3BP	3	annotated	chr3:100787802:100789454:clu_60889_-	0.05712749	0.42624161	0.43995153	0.01370992	ENSG00000003989	chr3	100787802	100789454	annotated	ENST00000470336+ENST00000471714+ENST00000471901+ENST00000487012+ENST00000497395
chr6:clu_46118_+	29.3809245	3	1.08E-12	1.72E-09	HMGA1	4	cryptic	chr6:34240882:34241405:clu_46118_+	1.15604672	2.69E-05	0.00012562	9.87E-05	ENSG00000003989	chr6	34240882	34241405	cryptic_threeprime	.
chr6:clu_46118_+	29.3809245	3	1.08E-12	1.72E-09	HMGA1	4	cryptic	chr6:34240882:34242712:clu_46118_+	-0.3734398	0.1866611	0.18905354	0.00239245	ENSG00000003989	chr6	34240882	34242712	annotated	ENST00000347617+ENST00000374116+ENST00000401473+ENST00000478214
chr6:clu_46118_+	29.3809245	3	1.08E-12	1.72E-09	HMGA1	4	cryptic	chr6:34240915:34242712:clu_46118_+	-0.389202	0.80532678	0.8028931	-0.0024337	ENSG00000186594	chr6	34240915	34242712	annotated	ENST00000311487+ENST00000447654
chr6:clu_46118_+	29.3809245	3	1.08E-12	1.72E-09	HMGA1	4	cryptic	chr6:34240915:34242715:clu_46118_+	-0.3934048	0.00798525	0.00792773	-5.75E-05	ENSG00000186594	chr6	34240915	34242715	cryptic_threeprime	.
chr5:clu_52755_+	25.1433835	1	1.33E-12	2.04E-09	TGFBI	2	cryptic	chr5:136060936:136061500:clu_52755_+	-8.6021804	1	1	-1.26E-09	ENSG00000186594	chr5	136060936	136061500	annotated	ENST00000442011+ENST00000503087+ENST00000506699+ENST00000507018+ENST00000508076+ENST00000513497
chr5:clu_52755_+	25.1433835	1	1.33E-12	2.04E-09	TGFBI	2	cryptic	chr5:136060936:136061507:clu_52755_+	8.60218038	4.26E-17	1.26E-09	1.26E-09	ENSG00000122218	chr5	136060936	136061507	cryptic_threeprime	.
chr2:clu_84221_-	30.726821	4	1.44E-12	2.13E-09	DNER	5	cryptic	chr2:229586024:229586129:clu_84221_-	-0.0990705	0.04710894	0.03813402	-0.0089749	ENSG00000122218	chr2	229586024	229586129	cryptic_fiveprime	.
chr2:clu_84221_-	30.726821	4	1.44E-12	2.13E-09	DNER	5	cryptic	chr2:229586024:229586238:clu_84221_-	0.17680728	0.00229509	0.00244805	0.00015297	ENSG00000060718	chr2	229586024	229586238	cryptic_fiveprime	.
chr2:clu_84221_-	30.726821	4	1.44E-12	2.13E-09	DNER	5	cryptic	chr2:229586024:229586694:clu_84221_-	-0.3256845	0.2202724	0.14215174	-0.0781207	ENSG00000060718	chr2	229586024	229586694	annotated	ENST00000482831
chr2:clu_84221_-	30.726821	4	1.44E-12	2.13E-09	DNER	5	cryptic	chr2:229586024:229586751:clu_84221_-	-0.0124807	0.10713747	0.0945706	-0.0125669	ENSG00000060718	chr2	229586024	229586751	cryptic_fiveprime	.
chr2:clu_84221_-	30.726821	4	1.44E-12	2.13E-09	DNER	5	cryptic	chr2:229586024:229588394:clu_84221_-	0.26042833	0.62318611	0.72269559	0.09950948	ENSG00000126214	chr2	229586024	229588394	annotated	ENST00000341772
chr11:clu_88242_+	26.7396313	2	2.44E-12	3.51E-09	APLP2	3	annotated	chr11:130122513:130123612:clu_88242_+	0.05675545	0.18382097	0.2023312	0.01851024	ENSG00000126214	chr11	130122513	130123612	annotated	ENST00000263574+ENST00000278756+ENST00000338167+ENST00000650012
chr11:clu_88242_+	26.7396313	2	2.44E-12	3.51E-09	APLP2	3	annotated	chr11:130122513:130126700:clu_88242_+	-0.1023496	0.60609926	0.56900112	-0.0370981	ENSG00000126214	chr11	130122513	130126700	annotated	ENST00000263574+ENST00000278756+ENST00000338167+ENST00000528499+ENST00000533616+ENST00000650012
chr11:clu_88242_+	26.7396313	2	2.44E-12	3.51E-09	APLP2	3	annotated	chr11:130123779:130126700:clu_88242_+	0.04559416	0.21007978	0.22866767	0.0185879	ENSG00000126214	chr11	130123779	130126700	annotated	ENST00000263574+ENST00000278756+ENST00000338167+ENST00000650012
chr8:clu_15939_+	28.2813792	3	3.19E-12	4.44E-09	SLC7A2	4	cryptic	chr8:17551986:17554560:clu_15939_+	0.04695364	0.48662543	0.48869341	0.00206798	ENSG00000126214	chr8	17551986	17554560	annotated	ENST00000004531+ENST00000494857+ENST00000522656+ENST00000640220
chr8:clu_15939_+	28.2813792	3	3.19E-12	4.44E-09	SLC7A2	4	cryptic	chr8:17551986:17554946:clu_15939_+	-0.0957063	0.02818387	0.02454064	-0.0036432	ENSG00000126214	chr8	17551986	17554946	annotated	ENST00000398090+ENST00000470360
chr8:clu_15939_+	28.2813792	3	3.19E-12	4.44E-09	SLC7A2	4	cryptic	chr8:17551986:17558295:clu_15939_+	0.00184403	0.01050174	0.01008119	-0.0004205	ENSG00000126214	chr8	17551986	17558295	novel annotated pair	ENST00000004531+ENST00000398090+ENST00000470360+ENST00000494857+ENST00000522656+ENST00000640220
chr8:clu_15939_+	28.2813792	3	3.19E-12	4.44E-09	SLC7A2	4	cryptic	chr8:17554699:17558295:clu_15939_+	0.04690861	0.47468896	0.47668475	0.00199579	ENSG00000126214	chr8	17554699	17558295	annotated	ENST00000004531+ENST00000494857+ENST00000522656+ENST00000640220
chr17:clu_54591_-	23.9288491	2	4.05E-11	5.48E-08	MIR22HG	3	annotated	chr17:1714014:1714371:clu_54591_-	-0.086262	0.21459141	0.19316625	-0.0214252	ENSG00000126214	chr17	1714014	1714371	annotated	ENST00000334146+ENST00000573075+ENST00000574016+ENST00000576489+ENST00000576749+ENST00000577164+ENST00000608198+ENST00000609442+ENST00000609990+ENST00000610106
chr17:clu_54591_-	23.9288491	2	4.05E-11	5.48E-08	MIR22HG	3	annotated	chr17:1714014:1716130:clu_54591_-	0.1708513	0.37596623	0.43765375	0.06168752	ENSG00000126214	chr17	1714014	1716130	annotated	ENST00000334146+ENST00000570416+ENST00000571091+ENST00000571595+ENST00000573075+ENST00000574016+ENST00000574306+ENST00000575626+ENST00000576489+ENST00000576749+ENST00000577164+ENST00000608198+ENST00000608245+ENST00000608913+ENST00000609398+ENST00000609442+ENST00000609990+ENST00000610106
chr17:clu_54591_-	23.9288491	2	4.05E-11	5.48E-08	MIR22HG	3	annotated	chr17:1714453:1716130:clu_54591_-	-0.0845893	0.40944236	0.36917999	-0.0402624	ENSG00000126214	chr17	1714453	1716130	annotated	ENST00000334146+ENST00000573075+ENST00000573127+ENST00000574016+ENST00000576489+ENST00000576749+ENST00000577164+ENST00000608198+ENST00000609442+ENST00000609990+ENST00000610106
chr1:clu_14451_-	21.0267556	1	8.88E-11	1.16E-07	COPA	2	cryptic	chr1:160325652:160325950:clu_14451_-	0.2398536	0.12824014	0.19202552	0.06378538	ENSG00000071054	chr1	160325652	160325950	cryptic_fiveprime	.
chr1:clu_14451_-	21.0267556	1	8.88E-11	1.16E-07	COPA	2	cryptic	chr1:160325652:160332448:clu_14451_-	-0.2398536	0.87175986	0.80797448	-0.0637854	ENSG00000071054	chr1	160325652	160332448	annotated	ENST00000241704+ENST00000368069+ENST00000647683+ENST00000647693+ENST00000647799+ENST00000648501+ENST00000648805+ENST00000649231+ENST00000649676+ENST00000649787+ENST00000649963+ENST00000650154
chr1:clu_69407_+	20.9349221	1	9.76E-11	1.24E-07		2	annotated	chr1:146987978:146989599:clu_69407_+	7.61687954	0.9930249	1	0.0069751	ENSG00000071054	chr1	146987978	146989599	unknown_strand	NA
chr1:clu_69407_+	20.9349221	1	9.76E-11	1.24E-07		2	annotated	chr1:146987978:146991138:clu_69407_+	-7.6168795	0.0069751	1.70E-09	-0.0069751	ENSG00000164587	chr1	146987978	146991138	unknown_strand	NA
chr1:clu_13350_-	22.4165691	2	1.84E-10	2.28E-07	COL11A1	3	cryptic	chr1:103021769:103022742:clu_13350_-	0.05201019	0.46318273	0.47509224	0.01190951	ENSG00000164587	chr1	103021769	103022742	annotated	ENST00000353414+ENST00000358392+ENST00000370096+ENST00000427239+ENST00000461720+ENST00000635193+ENST00000644186+ENST00000645458+ENST00000647280
chr1:clu_13350_-	22.4165691	2	1.84E-10	2.28E-07	COL11A1	3	cryptic	chr1:103021769:103025521:clu_13350_-	-0.1678694	0.22961354	0.18902994	-0.0405836	ENSG00000068137	chr1	103021769	103025521	novel annotated pair	ENST00000353414+ENST00000358392+ENST00000370096+ENST00000427239+ENST00000461720+ENST00000635193+ENST00000644186+ENST00000645458+ENST00000647280
chr1:clu_13350_-	22.4165691	2	1.84E-10	2.28E-07	COL11A1	3	cryptic	chr1:103022996:103025521:clu_13350_-	0.11585917	0.30720373	0.33587781	0.02867409	ENSG00000068137	chr1	103022996	103025521	annotated	ENST00000353414+ENST00000358392+ENST00000370096+ENST00000427239+ENST00000461720+ENST00000635193+ENST00000644186+ENST00000645458+ENST00000647280
chr14:clu_29867_+	32.3879861	10	4.47E-10	5.39E-07	KLC1,AL139300.1	11	cryptic	chr14:103679518:103684986:clu_29867_+	-0.0488773	0.04888957	0.04549223	-0.0033973	ENSG00000115414	chr14	103679518	103684986	annotated	ENST00000380038+ENST00000445352+ENST00000553325+ENST00000555856
chr14:clu_29867_+	32.3879861	10	4.47E-10	5.39E-07	KLC1,AL139300.1	11	cryptic	chr14:103679518:103685638:clu_29867_+	-0.0224436	0.02235988	0.0213634	-0.0009965	ENSG00000115414	chr14	103679518	103685638	novel annotated pair	ENST00000445352+ENST00000553325+ENST00000555856
chr14:clu_29867_+	32.3879861	10	4.47E-10	5.39E-07	KLC1,AL139300.1	11	cryptic	chr14:103679518:103687081:clu_29867_+	0.1026683	0.10104578	0.10940938	0.00836359	ENSG00000115414	chr14	103679518	103687081	annotated	ENST00000347839+ENST00000554280+ENST00000555836
chr14:clu_29867_+	32.3879861	10	4.47E-10	5.39E-07	KLC1,AL139300.1	11	cryptic	chr14:103679518:103700655:clu_29867_+	-0.0184712	0.02934699	0.02815073	-0.0011963	ENSG00000078269	chr14	103679518	103700655	annotated	ENST00000554280+ENST00000555836+ENST00000557450
chr14:clu_29867_+	32.3879861	10	4.47E-10	5.39E-07	KLC1,AL139300.1	11	cryptic	chr14:103679545:103684986:clu_29867_+	-0.1655174	0.07476111	0.06190711	-0.012854	ENSG00000078269	chr14	103679545	103684986	annotated	ENST00000389744+ENST00000553286+ENST00000554228+ENST00000472726
chr14:clu_29867_+	32.3879861	10	4.47E-10	5.39E-07	KLC1,AL139300.1	11	cryptic	chr14:103679545:103687081:clu_29867_+	0.10212852	0.12580637	0.1361459	0.01033953	ENSG00000147010	chr14	103679545	103687081	annotated	ENST00000246489+ENST00000334553+ENST00000452929+ENST00000537046+ENST00000554228
chr14:clu_29867_+	32.3879861	10	4.47E-10	5.39E-07	KLC1,AL139300.1	11	cryptic	chr14:103679545:103700655:clu_29867_+	-0.0688474	0.01970725	0.01797521	-0.001732	ENSG00000147010	chr14	103679545	103700655	annotated	ENST00000334553+ENST00000348520+ENST00000452929
chr14:clu_29867_+	32.3879861	10	4.47E-10	5.39E-07	KLC1,AL139300.1	11	cryptic	chr14:103685036:103685638:clu_29867_+	-0.1417728	0.15222519	0.12908134	-0.0231438	ENSG00000186088	chr14	103685036	103685638	annotated	ENST00000389744+ENST00000445352+ENST00000553325+ENST00000553680+ENST00000555856+ENST00000472726
chr14:clu_29867_+	32.3879861	10	4.47E-10	5.39E-07	KLC1,AL139300.1	11	cryptic	chr14:103687211:103692359:clu_29867_+	0.06843051	0.23794085	0.24896373	0.01102288	ENSG00000186088	chr14	103687211	103692359	annotated	ENST00000246489+ENST00000334553+ENST00000347839+ENST00000537046+ENST00000554228+ENST00000555836+ENST00000557143
